gene,class
PTGS2,MDD
PTPN6,MDD
PTPRD,MDD
PTPRR,MDD
PTX3,MDD
PVALB,MDD
PYCARD,MDD
PZP,MDD
QKI,MDD
RAB27B,MDD
RAB3D,MDD
RABGAP1L,MDD
RAC1,MDD
RAPGEF5,MDD
RAPH1,MDD
RAPSN,MDD
RARRES2,MDD
RASGRF2,MDD
RBFOX1,MDD
RBM14,MDD
RBM14-RBM4,MDD
REEP5,MDD
REG3A,MDD
RELN,MDD
REM1,MDD
REN,MDD
RERE,MDD
RERE-AS1,MDD
REST,MDD
REV1,MDD
RFESD,MDD
RGS4,MDD
RHBDF2,MDD
RHBDL2,MDD
RLN3,MDD
RNF103-CHMP3,MDD
RNF19A,MDD
RNF41,MDD
ROBO2,MDD
ROPN1L,MDD
RORA,MDD
RPL29,MDD
RPL34,MDD
RPRD2,MDD
RSRC1,MDD
RTN1,MDD
RTN4,MDD
RXFP3,MDD
S100A10,MDD
S100A12,MDD
S100A9,MDD
S100B,MDD
SAGE1,MDD
SAMD5,MDD
SAT1,MDD
SCD,MDD
SCPEP1,MDD
SDS,MDD
SEC11A,MDD
SEC24C,MDD
SECTM1,MDD
SELE,MDD
SELP,MDD
SEMA3A,MDD
SEMA6D,MDD
SERPINE1,MDD
SERPINF1,MDD
SERPINF2,MDD
SETD2,MDD
SFTA2,MDD
SGIP1,MDD
SGK1,MDD
SGSH,MDD
SGSM3,MDD
SHANK2,MDD
SHBG,MDD
SHISA9,MDD
SI,MDD
SIAE,MDD
SIGLEC7,MDD
SIGMAR1,MDD
SIRT1,MDD
SIRT2,MDD
SKA2,MDD
SLA2,MDD
SLC12A5,MDD
SLC17A6,MDD
SLC17A7,MDD
SLC18A1,MDD
SLC18A2,MDD
SLC1A1,MDD
SLC1A2,MDD
SLC1A3,MDD
SLC1A6,MDD
SLC1A7,MDD
SLC22A16,MDD
SLC25A4,MDD
SLC25A6,MDD
SLC2A1,MDD
SLC30A9,MDD
SLC38A7,MDD
SLC44A5,MDD
SLC5A7,MDD
SLC6A13,MDD
SLC6A15,MDD
SLC6A2,MDD
SLC6A3,MDD
SLC6A4,MDD
SLC8A1-AS1,MDD
SLC9A9,MDD
SLCO6A1,MDD
SLIT3,MDD
SMCP,MDD
SMIM30,MDD
SMIM4,MDD
SMPD1,MDD
SMUG1,MDD
SNAP25,MDD
SNAP25-AS1,MDD
SNCA,MDD
SNED1,MDD
SNORD136,MDD
SNORD19,MDD
SNORD32B,MDD
SNORD69,MDD
SNX29,MDD
SOCS1,MDD
SOD1,MDD
SOD2,MDD
SORCS3,MDD
SORT1,MDD
SOSTDC1,MDD
SOX5,MDD
SOX6,MDD
SOX9,MDD
SP4,MDD
SPAG9,MDD
SPCS1,MDD
SPDEF,MDD
SPP1,MDD
SPPL3,MDD
SPSB4,MDD
SQSTM1,MDD
SRD5A1,MDD
SRRM4,MDD
SRRT,MDD
SSPN,MDD
SST,MDD
SSTR4,MDD
SSTR5,MDD
ST13,MDD
ST6GALNAC2,MDD
STAG3,MDD
STAR,MDD
STARD13,MDD
STAT1,MDD
STAT3,MDD
STAT5A,MDD
STAT5B,MDD
STAU1,MDD
STEAP1B,MDD
STIP1,MDD
STK19,MDD
STK24,MDD
STMN1,MDD
STMN2,MDD
STT3A,MDD
STT3A-AS1,MDD
SUDS3,MDD
SV2A,MDD
SYN2,MDD
SYNE1,MDD
SYNE2,MDD
SYNM,MDD
SYP,MDD
TAAR6,MDD
TAC1,MDD
TACR1,MDD
TAL1,MDD
TBC1D9,MDD
TBX21,MDD
TCF3,MDD
TCF4,MDD
TCF4-AS1,MDD
TCF7L2,MDD
TDO2,MDD
TEF,MDD
TENM2,MDD
TENM4,MDD
TERT,MDD
TESC,MDD
TFAP2D,MDD
TFCP2,MDD
TG,MDD
TGFB1,MDD
TH,MDD
THAS,MDD
THOP1,MDD
TIFAB,MDD
TIMELESS,MDD
TIMM8A,MDD
TLN2,MDD
TLR3,MDD
TLR4,MDD
TLR7,MDD
TMEM106B,MDD
TMEM132D,MDD
TMEM150B,MDD
TMEM159,MDD
TMEM161B,MDD
TMEM161B-AS1,MDD
TMEM165,MDD
TMEM258,MDD
TMPPE,MDD
TMPRSS6,MDD
TNC,MDD
TNF,MDD
TNFAIP3,MDD
TNFRSF11A,MDD
TNFRSF11B,MDD
TNFRSF1A,MDD
TNFRSF1B,MDD
TNFSF11,MDD
TNFSF12,MDD
TNFSF12-TNFSF13,MDD
TNIP3,MDD
TNKS,MDD
TNKS2,MDD
TOLLIP,MDD
TOMM40,MDD
TOX2,MDD
TP53INP1,MDD
TPH1,MDD
TPH2,MDD
TPSG1,MDD
TPT1,MDD
TPTEP2-CSNK1E,MDD
TRD,MDD
TRH,MDD
TRIM26,MDD
TRIM31,MDD
TRIM31-AS1,MDD
TRIO,MDD
TRPC7,MDD
TSACC,MDD
TSNARE1,MDD
TSNAX,MDD
TSNAX-DISC1,MDD
TSPAN5,MDD
TSPO,MDD
TSPYL1,MDD
TTC12,MDD
TUSC3,MDD
TXNDC9,MDD
TXNRD2,MDD
TYK2,MDD
TYMS,MDD
TYR,MDD
UBA7,MDD
UBE2D1,MDD
UCHL1,MDD
UCN,MDD
UCN3,MDD
UNC13D,MDD
UPP2,MDD
USP46,MDD
UTRN,MDD
VAMP2,MDD
VAMP7,MDD
VCAM1,MDD
VDR,MDD
VEGFA,MDD
VGF,MDD
VIP,MDD
VIPR2,MDD
VLDLR,MDD
VPS41,MDD
VPS45,MDD
VRK2,MDD
VWC2L,MDD
WASF1,MDD
WASF2,MDD
WASF3,MDD
WDHD1,MDD
WDR12,MDD
WDR26,MDD
WFS1,MDD
WIPI1,MDD
WNT3,MDD
XBP1,MDD
XDH,MDD
XKR6,MDD
XLOC_009911,MDD
YLPM1,MDD
YWHAE,MDD
YWHAZ,MDD
ZBTB16,MDD
ZBTB20,MDD
ZC4H2,MDD
ZCCHC14,MDD
ZDHHC5,MDD
ZFHX3,MDD
ZFPM2,MDD
ZHX3,MDD
ZNF165,MDD
ZNF184,MDD
ZNF326,MDD
ZNF34,MDD
ZNF417,MDD
ZNF469,MDD
ZNF536,MDD
ZNF603P,MDD
ZNF615,MDD
ZNF804A,MDD
ZNF93,MDD
ZNRD1,MDD
ZSCAN12P1,MDD
ZSCAN16-AS1,MDD
ZSCAN31,MDD
